year,spotrac_id,player,from_team,to_team,kind,pos,years,value,aav,status
2017,2229,Raymond Felton,LAC,OKC,move,PG,1,2328652,2328652,Official
2017,2281,Jason Terry,MIL,MIL,re_sign,SG,1,2328652,2328652,Official
2017,2734,Jose Calderon,ATL,CLE,move,PG,1,2328652,2328652,Official
2017,2675,Jarrett Jack,,NYK,from_outside,PG,1,2328652,2328652,Official
2017,6321,Dante Cunningham,NOP,NOP,re_sign,PF,1,2300000,2300000,Official
2017,6109,Anthony Morrow,CHI,POR,move,SG,1,2116955,2116955,Official
2017,6127,Michael Beasley,MIL,NYK,move,SF,1,2116955,2116955,Official
2017,6130,Luc Richard Mbah a Moute,LAC,HOU,move,PF,1,2116955,2116955,Official
2017,6145,Marreese Speights,LAC,ORL,move,PF,1,2116955,2116955,Official
2017,2390,Aaron Brooks,IND,MIN,move,PG,1,2116955,2116955,Official
2017,6159,JaVale McGee,GSW,GSW,re_sign,C,1,2116955,2116955,Official
2017,6143,Damien Wilkins,,IND,from_outside,SG,1,2116955,2116955,Official
2017,6095,Derrick Rose,NYK,CLE,move,PG,1,2106470,2106470,Official
2017,6325,Omri Casspi,MIN,GSW,move,SF,1,2106470,2106470,Official
2017,6898,Luke Babbitt,MIA,ATL,move,SF,1,1974159,1974159,Official
2017,10868,Mike Scott,PHX,WAS,move,PF,1,1709538,1709538,Official
2017,8678,Donald Sloan,,WAS,from_outside,PG,1,1709538,1709538,Official
2017,13442,Ian Clark,GSW,NOP,move,SG,1,1577230,1577230,Official
2017,11665,Willie Reed,MIA,LAC,move,C,1,1577230,1577230,Official
2017,15384,K.J. McDaniels,BKN,TOR,move,SG,1,1524305,1524305,Official
2017,15567,Damjan Rudez,ORL,ORL,re_sign,SF,1,1524305,1524305,Official
2017,6131,Bobby Brown,HOU,HOU,re_sign,PG,1,1524305,1524305,Official
2017,13331,Shane Larkin,,BOS,from_outside,PG,1,1524305,1524305,Official
2017,17861,Jordan Mickey,BOS,MIA,move,PF,1,1471382,1471382,Official
2017,18287,Briante Weber,CHA,LAL,move,PG,1,1471382,1471382,Official
2017,13573,Vander Blue,,LAL,from_outside,SG,1,1471382,1471382,Official
2017,20282,Marshall Plumlee,NYK,LAC,move,PF,1,1312611,1312611,Official
2017,20247,Stephen Zimmerman,ORL,LAL,move,C,1,1312611,1312611,Official
2017,20256,Georges Niang,IND,GSW,move,PF,1,1312611,1312611,Official
2017,20255,Michael Gbinije,DET,GSW,move,SG,1,1312611,1312611,Official
2017,20982,Marcus Georges-Hunt,ORL,MIN,move,SG,1,1312611,1312611,Official
2017,20896,Jarrod Uthoff,HOU,IND,move,SF,1,1312611,1312611,Official
2017,6128,Mario Chalmers,,MEM,from_outside,PG,1,0,0,Official
2018,2609,Chris Paul,HOU,HOU,re_sign,PG,4,159730592,39932648,Official
2018,2257,LeBron James,CLE,LAL,move,PF,4,153312846,38328212,Official
2018,15393,Nikola Jokic,DEN,DEN,re_sign,C,5,147710050,29542010,Official
2018,6892,Paul George,OKC,OKC,re_sign,SG,4,136911936,34227984,Official
2018,15356,Aaron Gordon,ORL,ORL,re_sign,PF,4,80000000,20000000,Official
2018,15365,Zach LaVine,CHI,CHI,re_sign,SG,4,78000000,19500000,Official
2018,2717,Kevin Durant,GSW,GSW,re_sign,SF,2,61500000,30750000,Official
2018,10865,Will Barton,DEN,DEN,re_sign,SG,4,53000000,13250000,Official
2018,15358,Marcus Smart,BOS,BOS,re_sign,PG,4,51999900,12999975,Official
2018,15368,Jusuf Nurkic,POR,POR,re_sign,C,4,48000000,12000000,Official
2018,6884,Derrick Favors,UTA,UTA,re_sign,C/PF,2,37600000,18800000,Official
2018,15382,Kyle Anderson,SAS,MEM,move,PF,4,37156300,9289075,Official
2018,15357,Dante Exum,UTA,UTA,re_sign,PG,3,33000000,11000000,Official
2018,15391,Jerami Grant,OKC,OKC,re_sign,PF,3,27346153,9115384,Official
2018,6901,Avery Bradley,LAC,LAC,re_sign,PG,2,24960000,12480000,Official
2018,6117,DeAndre Jordan,LAC,DAL,move,C,1,22897200,22897200,Official
2018,15363,Doug McDermott,DAL,IND,move,SF,3,22000000,7333333,Official
2018,6341,Ersan Ilyasova,PHI,MIL,move,PF,3,21000000,7000000,Official
2018,6917,Nemanja Bjelica,MIN,SAC,move,PF,3,20475000,6825000,Official
2018,15354,Jabari Parker,MIL,CHI,move,PF,1,20000000,20000000,Official
2018,20778,Fred VanVleet,TOR,TOR,re_sign,PG,2,18000000,9000000,Official
2018,15359,Julius Randle,LAL,NOP,move,PF,2,17714050,8857025,Official
2018,15385,Joe Harris,BKN,BKN,re_sign,SG,2,16000000,8000000,Official
2018,2513,Trevor Ariza,HOU,PHX,move,SF,1,15000000,15000000,Official
2018,8094,Davis Bertans,SAS,SAS,re_sign,PF,2,14500000,7250000,Official
2018,6326,Tyreke Evans,MEM,IND,move,SG,1,12400000,12400000,Official
2018,2643,J.J. Redick,PHI,PHI,re_sign,SG,1,12250000,12250000,Official
2018,17860,Montrezl Harrell,LAC,LAC,re_sign,C,2,12000000,6000000,Official
2018,13321,Kentavious Caldwell-Pope,LAL,LAL,re_sign,SG,1,12000000,12000000,Official
2018,2314,Marco Belinelli,PHI,SAS,move,SG,2,12000000,6000000,Official
2018,2640,Dwight Howard,BKN,WAS,move,C,2,10940850,5470425,Official
2018,11850,Aron Baynes,BOS,BOS,re_sign,C,2,10646880,5323440,Official
2018,2534,Rudy Gay,SAS,SAS,re_sign,PF,1,10087200,10087200,Official
2018,2710,Tony Parker,SAS,CHA,move,PG,2,10000000,5000000,Official
2018,2222,Rajon Rondo,NOP,LAL,move,PG,1,9000000,9000000,Official
2018,13318,Alex Len,PHX,ATL,move,C,2,8510000,4255000,Official
2018,6302,Wayne Ellington,MIA,MIA,re_sign,SG,1,6270000,6270000,Official
2018,20283,Yogi Ferrell,DAL,SAC,move,PG,2,6150000,3075000,Agreed
2018,20244,Patrick McCaw,GSW,CLE,move,SG,2,6000000,3000000,Official
2018,20796,Bryn Forbes,SAS,SAS,re_sign,SG,2,6000000,3000000,Official
2018,24479,Isaiah Briscoe,,ORL,from_outside,PG,4,5999003,1499751,Official
2018,6483,Anthony Tolliver,DET,MIN,move,PF,1,5750000,5750000,Official
2018,6886,DeMarcus Cousins,NOP,GSW,move,C,1,5337000,5337000,Official
2018,2279,Dirk Nowitzki,DAL,DAL,re_sign,PF,1,5000000,5000000,Official
2018,20256,Georges Niang,UTA,UTA,re_sign,PF,3,4941515,1647172,Official
2018,23652,Monte Morris,DEN,DEN,re_sign,PG,3,4661321,1553774,Official
2018,6895,Ed Davis,POR,BKN,move,C,1,4449000,4449000,Official
2018,10874,Kyle O'Quinn,NYK,IND,move,C,1,4449000,4449000,Official
2018,6922,Lance Stephenson,IND,LAL,move,SG,1,4449000,4449000,Official
2018,13360,Raul Neto,UTA,UTA,re_sign,PG,2,4400000,2200000,Official
2018,6130,Luc Richard Mbah a Moute,HOU,LAC,move,PF,1,4320500,4320500,Official
2018,10868,Mike Scott,WAS,LAC,move,PF,1,4320500,4320500,Official
2018,15392,Glenn Robinson III,IND,DET,move,SF,1,4075000,4075000,Official
2018,24230,Torrey Craig,DEN,DEN,re_sign,SF,2,4000000,2000000,Official
2018,15376,Shabazz Napier,POR,BKN,move,PG,2,3787723,1893862,Official
2018,13319,Nerlens Noel,DAL,OKC,move,C,2,3745548,1872774,Official
2018,6127,Michael Beasley,NYK,LAL,move,SF,1,3500000,3500000,Official
2018,15375,Rodney Hood,CLE,CLE,re_sign,SF,1,3472887,3472887,Official
2018,13363,James Ennis III,DET,HOU,move,SF,2,3466716,1733358,Official
2018,6136,Brook Lopez,LAL,MIL,move,C,1,3382000,3382000,Official
2018,17869,Pat Connaughton,POR,MIL,move,SG,2,3364050,1682025,Official
2018,18124,Treveon Graham,CHA,BKN,move,SF,2,3157958,1578979,Official
2018,21067,Derrick Jones Jr.,MIA,MIA,re_sign,SF/PF,2,3157958,1578979,Official
2018,15362,Elfrid Payton,PHX,NOP,move,PG,1,3000000,3000000,Official
2018,20266,Tyrone Wallace,LAC,LAC,re_sign,SG,2,2937614,1468807,Official
2018,23657,Jabari Bird,BOS,BOS,re_sign,SG,2,2937614,1468807,Official
2018,13512,Seth Curry,DAL,POR,move,SG,1,2795000,2795000,Official
2018,6321,Dante Cunningham,BKN,SAS,move,PF,1,2487000,2487000,Official
2018,2674,Channing Frye,LAL,CLE,move,PF,1,2393887,2393887,Official
2018,2592,Devin Harris,DEN,DAL,move,PG,1,2393887,2393887,Official
2018,2240,Luol Deng,LAL,MIN,move,SF,1,2393887,2393887,Official
2018,2304,Amir Johnson,PHI,PHI,re_sign,C,1,2393887,2393887,Official
2018,2734,Jose Calderon,CLE,DET,move,PG,1,2393887,2393887,Official
2018,2590,Vince Carter,SAC,ATL,move,SG,1,2393887,2393887,Official
2018,2229,Raymond Felton,OKC,OKC,re_sign,PG,1,2393887,2393887,Official
2018,2203,Zaza Pachulia,GSW,DET,move,C,1,2393887,2393887,Official
2018,2720,Jeff Green,CLE,WAS,move,PF,1,2393887,2393887,Official
2018,2618,Jamal Crawford,MIN,PHX,move,SG,1,2393887,2393887,Official
2018,2549,Udonis Haslem,MIA,MIA,re_sign,PF,1,2393887,2393887,Official
2018,6159,JaVale McGee,GSW,LAL,move,C,1,2393887,2393887,Official
2018,2675,Jarrett Jack,NYK,NOP,move,PG,1,2393887,2393887,Official
2018,2556,Dwyane Wade,MIA,MIA,re_sign,SG,1,2393887,2393887,Agreed
2018,6100,Gerald Green,HOU,HOU,re_sign,SG,1,2393887,2393887,Official
2018,6095,Derrick Rose,MIN,MIN,re_sign,PG,1,2393887,2393887,Official
2018,6285,Jonas Jerebko,UTA,GSW,move,PF,1,2176260,2176260,Official
2018,6325,Omri Casspi,GSW,MEM,move,SF,1,2176260,2176260,Official
2018,6889,Greg Monroe,BOS,TOR,move,C,1,2165481,2165481,Official
2018,8111,Isaiah Thomas,LAL,DEN,move,PG,1,2029463,2029463,Official
2018,8086,Shelvin Mack,ORL,MEM,move,PG,1,2029463,2029463,Official
2018,13324,Michael Carter-Williams,CHA,HOU,move,PG,1,1757429,1757429,Official
2018,13327,Shabazz Muhammad,MIL,MIL,re_sign,SG,1,1757429,1757429,Official
2018,2770,Nick Young,GSW,DEN,move,SG,1,1650024,1650024,Official
2018,15360,Nik Stauskas,BKN,POR,move,SG,1,1621415,1621415,Official
2018,15372,Bruno Caboclo,SAC,HOU,move,SF,1,1621415,1621415,Official
2018,15361,Noah Vonleh,CHI,NYK,move,PF,1,1621415,1621415,Official
2018,13365,Lorenzo Brown,TOR,TOR,re_sign,PG,1,1621415,1621415,Official
2018,23670,Luke Kornet,NYK,NYK,re_sign,C,1,1619260,1619260,Official
2018,17831,Jahlil Okafor,BKN,NOP,move,C,1,1567007,1567007,Official
2018,17858,Kevon Looney,GSW,GSW,re_sign,C,1,1567007,1567007,Agreed
2018,18067,Salah Mejri,DAL,DAL,re_sign,C,1,1567007,1567007,Official
2018,20919,Troy Williams,NYK,NOP,move,SF,1,1512601,1512601,Official
2018,20260,Kay Felder,DET,TOR,move,PG,1,1512601,1512601,Official
2018,20275,Ryan Arcidiacono,CHI,CHI,re_sign,PG,1,1349383,1349383,Official
2018,20895,Kyle Collinsworth,DAL,TOR,move,PG,1,1349383,1349383,Official
2018,18099,Malcolm Miller,TOR,TOR,re_sign,SF,1,1349383,1349383,Official
2019,8062,Klay Thompson,GSW,GSW,re_sign,SG,5,189903600,37980720,Official
2019,8070,Tobias Harris,PHI,PHI,re_sign,PF,5,180000000,36000000,Official
2019,10864,Khris Middleton,MIL,MIL,re_sign,SF,5,177500000,35500000,Official
2019,2717,Kevin Durant,GSW,BKN,move,SF,4,164255700,41063925,Official
2019,17832,Kristaps Porzingis,DAL,DAL,re_sign,PF,5,158253000,31650600,Official
2019,8059,Kemba Walker,CHA,BOS,move,PG,4,140790600,35197650,Official
2019,8081,Jimmy Butler,PHI,MIA,move,SF,4,140790600,35197650,Official
2019,8051,Kyrie Irving,BOS,BKN,move,PG,4,136490600,34122650,Official
2019,17830,D'Angelo Russell,BKN,GSW,move,PG,4,117325500,29331375,Official
2019,2199,Al Horford,BOS,PHI,move,C,4,109000000,27250000,Official
2019,8066,Kawhi Leonard,TOR,LAC,move,SF,3,103137300,34379100,Official
2019,8067,Nikola Vucevic,ORL,ORL,re_sign,C,4,100000000,25000000,Official
2019,10815,Harrison Barnes,SAC,SAC,re_sign,PF,4,85000000,21250000,Official
2019,20242,Malcolm Brogdon,MIL,IND,move,PG,4,85000000,21250000,Official
2019,8083,Bojan Bogdanovic,IND,UTA,move,SF,4,73100000,18275000,Official
2019,15359,Julius Randle,NOP,NYK,move,PF,3,62100000,20700000,Official
2019,17844,Terry Rozier,BOS,CHA,move,PG,3,56700000,18900000,Official
2019,10816,Terrence Ross,ORL,ORL,re_sign,SG,4,54000000,13500000,Official
2019,6136,Brook Lopez,MIL,MIL,re_sign,C,4,52000000,13000000,Official
2019,6305,Ricky Rubio,UTA,PHX,move,PG,3,51000000,17000000,Official
2019,8055,Jonas Valanciunas,MEM,MEM,re_sign,C,3,45000000,15000000,Official
2019,2658,Thaddeus Young,IND,CHI,move,PF,3,43635000,14545000,Official
2019,6297,Patrick Beverley,LAC,LAC,re_sign,PG,3,40000000,13333333,Official
2019,13536,Dewayne Dedmon,ATL,SAC,move,C,3,40000000,13333333,Official
2019,6117,DeAndre Jordan,NYK,BKN,move,C,4,39960716,9990179,Official
2019,8080,Cory Joseph,IND,SAC,move,PG,3,37200000,12400000,Official
2019,24212,Maxi Kleber,DAL,DAL,re_sign,PF,4,35600000,8900000,Official
2019,2534,Rudy Gay,SAS,SAS,re_sign,PF,2,32000000,16000000,Official
2019,13512,Seth Curry,POR,DAL,move,SG,4,32000000,8000000,Official
2019,10820,Jeremy Lamb,CHA,IND,move,SG,3,31500000,10500000,Official
2019,17843,Kelly Oubre Jr.,PHX,PHX,re_sign,SF,2,30000000,15000000,Official
2019,10857,Tomas Satoransky,WAS,CHI,move,SG,3,30000000,10000000,Official
2019,6890,Al-Farouq Aminu,POR,ORL,move,PF,3,29162700,9720900,Official
2019,6154,George Hill,MIL,MIL,re_sign,PG,3,28771806,9590602,Official
2019,17848,Delon Wright,MEM,DAL,move,PG,2,28050000,14025000,Official
2019,2643,J.J. Redick,PHI,NOP,move,SG,2,26500000,13250000,Official
2019,17852,Tyus Jones,MIN,MEM,move,PG,3,26445300,8815100,Official
2019,2513,Trevor Ariza,WAS,SAC,move,SF,2,25000000,12500000,Official
2019,20238,Ivica Zubac,LAC,LAC,re_sign,C,3,21000000,7000000,Official
2019,6294,DeMarre Carroll,BKN,SAS,move,SF,3,20650000,6883333,Official
2019,6278,Taj Gibson,MIN,NYK,move,PF,2,20000000,10000000,Official
2019,6103,Nene Hilario,HOU,HOU,re_sign,C,2,20000000,10000000,Official
2019,13321,Kentavious Caldwell-Pope,LAL,LAL,re_sign,SG,2,16583028,8291514,Official
2019,15362,Elfrid Payton,NOP,NYK,move,PG,2,16000000,8000000,Official
2019,6302,Wayne Ellington,DET,NYK,move,SG,2,16000000,8000000,Official
2019,8065,Marcus Morris Sr.,BOS,NYK,move,SF,1,15000000,15000000,Official
2019,17850,Bobby Portis,WAS,NYK,move,PF,1,15000000,15000000,Official
2019,6095,Derrick Rose,MIN,DET,move,PG,2,15000000,7500000,Official
2019,13575,Rodney McGruder,LAC,LAC,re_sign,SG,3,15000000,5000000,Official
2019,17858,Kevon Looney,GSW,GSW,re_sign,C,3,14464287,4821429,Official
2019,10871,Darius Miller,NOP,NOP,re_sign,SF,2,14250000,7125000,Official
2019,15354,Jabari Parker,WAS,ATL,move,PF,2,13000000,6500000,Official
2019,7116,Ishmael Smith,DET,WAS,move,PG,2,12000000,6000000,Agreed
2019,20757,Dorian Finney-Smith,DAL,DAL,re_sign,PF,3,12000000,4000000,Official
2019,15375,Rodney Hood,POR,POR,re_sign,SF,2,11721900,5860950,Official
2019,20253,Jake Layman,POR,MIN,move,SF,3,11283255,3761085,Official
2019,20800,Danuel House Jr.,HOU,HOU,re_sign,SF,3,11151000,3717000,Official
2019,17840,Trey Lyles,DEN,SAS,move,PF,2,11000000,5500000,Official
2019,23828,Daniel Theis,BOS,BOS,re_sign,C,2,10000000,5000000,Official
2019,10868,Mike Scott,PHI,PHI,re_sign,PF,2,9800000,4900000,Official
2019,6147,Robin Lopez,CHI,MIL,move,C,2,9772350,4886175,Official
2019,17865,Richaun Holmes,PHX,SAC,move,C,2,9772350,4886175,Official
2019,11666,JaMychal Green,LAC,LAC,re_sign,PF,2,9772350,4886175,Official
2019,6895,Ed Davis,BKN,UTA,move,C,2,9772350,4886175,Official
2019,6901,Avery Bradley,MEM,LAL,move,PG,2,9772350,4886175,Official
2019,13338,Reggie Bullock,LAL,NYK,move,SF,2,8200000,4100000,Official
2019,6159,JaVale McGee,LAL,LAL,re_sign,C,2,8200000,4100000,Official
2019,20244,Patrick McCaw,TOR,TOR,re_sign,SG,2,8000000,4000000,Official
2019,17836,Stanley Johnson,NOP,TOR,move,SF,2,7427150,3713575,Official
2019,18252,T.J. McConnell,PHI,IND,move,PG,2,7000000,3500000,Official
2019,17984,Boban Marjanovic,PHI,DAL,move,C,2,7000000,3500000,Official
2019,8064,Markieff Morris,OKC,DET,move,PF,2,6560000,3280000,Official
2019,15786,Khem Birch,ORL,ORL,re_sign,C,2,6000000,3000000,Official
2019,18264,Quinn Cook,GSW,LAL,move,PG,2,6000000,3000000,Official
2019,20275,Ryan Arcidiacono,CHI,CHI,re_sign,PG,2,6000000,3000000,Official
2019,21076,Alex Caruso,LAL,LAL,re_sign,SG,2,5500000,2750000,Official
2019,6489,Wesley Matthews,IND,MIL,move,SG,2,5257744,2628872,Official
2019,2222,Rajon Rondo,LAL,LAL,re_sign,PG,2,5184358,2592179,Official
2019,31917,Vincent Poirier,,BOS,from_outside,C,2,5125000,2562500,Official
2019,17837,Frank Kaminsky,CHA,PHX,move,C/PF,1,4767000,4767000,Official
2019,6492,Garrett Temple,LAC,BKN,move,SG,1,4767000,4767000,Official
2019,11441,Justin Holiday,MEM,IND,move,SG,1,4767000,4767000,Official
2019,10818,Austin Rivers,HOU,HOU,re_sign,SG,2,4543981,2271991,Official
2019,23670,Luke Kornet,NYK,CHI,move,C,2,4500000,2250000,Official
2019,17834,Willie Cauley-Stein,SAC,GSW,move,C,2,4463840,2231920,Official
2019,13357,Mike Muscala,LAL,OKC,move,C/PF,2,4311628,2155814,Official
2019,31891,Matt Thomas,,TOR,from_outside,SG,3,4198912,1399637,Official
2019,23653,Edmond Sumner,IND,IND,re_sign,SG,2,4160000,2080000,Official
2019,13363,James Ennis III,PHI,PHI,re_sign,SF,2,4012890,2006445,Official
2019,20209,Dragan Bender,PHX,MIL,move,PF,2,3502857,1751429,Official
2019,6886,DeMarcus Cousins,GSW,LAL,move,C,1,3500000,3500000,Official
2019,23619,Tyler Lydon,DEN,SAC,move,PF,2,3383360,1691680,Official
2019,20231,Furkan Korkmaz,PHI,PHI,re_sign,SG,2,3383360,1691680,Official
2019,20273,Isaiah Taylor,CLE,TOR,move,PG,2,3383360,1691680,Official
2019,2616,Wilson Chandler,LAC,BKN,move,SF,1,2564753,2564753,Official
2019,2269,Jose Barea,DAL,DAL,re_sign,PG,1,2564753,2564753,Official
2019,2228,Jared Dudley,BKN,LAL,move,SF,1,2564753,2564753,Official
2019,6133,Ryan Anderson,MIA,HOU,move,PF,1,2564753,2564753,Official
2019,2752,Kyle Korver,PHX,MIL,move,SG,1,2564753,2564753,Official
2019,2250,Thabo Sefolosha,UTA,HOU,move,SF,1,2564753,2564753,Official
2019,6483,Anthony Tolliver,MIN,POR,move,PF,1,2564753,2564753,Official
2019,2720,Jeff Green,WAS,UTA,move,PF,1,2564753,2564753,Official
2019,2640,Dwight Howard,MEM,LAL,move,C,1,2564753,2564753,Official
2019,2590,Vince Carter,ATL,ATL,re_sign,SG,1,2564753,2564753,Official
2019,2549,Udonis Haslem,MIA,MIA,re_sign,PF,1,2564753,2564753,Official
2019,2605,Tyson Chandler,LAL,HOU,move,C,1,2564753,2564753,Official
2019,2518,Pau Gasol,MIL,POR,move,C,1,2564753,2564753,Official
2019,2200,Joe Johnson,,DET,from_outside,SG,1,2564753,2564753,Official
2019,17851,Rondae Hollis-Jefferson,BKN,TOR,move,SF,1,2500000,2500000,Official
2019,6896,Patrick Patterson,OKC,LAC,move,PF,1,2331593,2331593,Official
2019,8063,Alec Burks,SAC,GSW,move,SG,1,2320044,2320044,Official
2019,8111,Isaiah Thomas,DEN,WAS,move,PG,1,2320044,2320044,Official
2019,8068,Iman Shumpert,HOU,BKN,move,SG,1,2031677,2031677,Official
2019,13383,Troy Daniels,PHX,LAL,move,SG,1,2028594,2028594,Official
2019,13322,Trey Burke,DAL,PHI,move,PG,1,2028594,2028594,Official
2019,13324,Michael Carter-Williams,ORL,ORL,re_sign,PG,1,2028594,2028594,Official
2019,10874,Kyle O'Quinn,IND,PHI,move,C,1,2028594,2028594,Official
2019,15392,Glenn Robinson III,DET,GSW,move,SF,1,1882867,1882867,Official
2019,15755,Tim Frazier,MIL,DET,move,PG,1,1882867,1882867,Official
2019,17853,Jarell Martin,ORL,CLE,move,PF,1,1737145,1737145,Official
2019,17835,Emmanuel Mudiay,NYK,UTA,move,PG,1,1737145,1737145,Official
2019,13360,Raul Neto,UTA,PHI,move,PG,1,1737145,1737145,Official
2019,13314,Anthony Bennett,,HOU,from_outside,PF,1,1737145,1737145,Official
2019,15838,JaKarr Sampson,CHI,IND,move,SF,1,1737145,1737145,Official
2019,20229,Timothe Luwawu-Cabarrot,CHI,CLE,move,SG,1,1678854,1678854,Official
2019,20239,Cheick Diallo,NOP,PHX,move,PF,1,1678854,1678854,Official
2019,23649,Sindarius Thornwell,LAC,CLE,move,SG,1,1620564,1620564,Official
2019,23668,P.J. Dozier,BOS,DEN,move,PG,1,1620564,1620564,Official
2019,24217,Devin Robinson,WAS,TOR,move,SF,1,1620564,1620564,Official
2019,27289,Brad Wanamaker,BOS,BOS,re_sign,PG,1,1445697,1445697,Official
2019,27024,Thomas Welsh,DEN,CHA,move,C,1,1445697,1445697,Official
2019,27827,Theo Pinson,BKN,BKN,re_sign,SG,1,1445697,1445697,Official
2019,21066,Shaquille Harrison,CHI,CHI,re_sign,PG,1,898310,898310,Official
2020,10809,Anthony Davis,LAL,LAL,re_sign,C,5,189903600,37980720,Official
2020,20207,Brandon Ingram,NOP,NOP,re_sign,SF,5,158253000,31650600,Official
2020,6891,Gordon Hayward,BOS,CHA,move,SF,4,120000000,30000000,Official
2020,20778,Fred VanVleet,TOR,TOR,re_sign,PG,4,85000000,21250000,Official
2020,8094,Davis Bertans,WAS,WAS,re_sign,PF,5,80000000,16000000,Official
2020,15385,Joe Harris,BKN,BKN,re_sign,SG,4,75000000,18750000,Official
2020,15379,Bogdan Bogdanovic,SAC,ATL,move,SG,4,72000000,18000000,Official
2020,8065,Marcus Morris Sr.,LAC,LAC,re_sign,SF,4,64000000,16000000,Official
2020,6138,Danilo Gallinari,OKC,ATL,move,PF,3,61425000,20475000,Official
2020,15391,Jerami Grant,DEN,DET,move,PF,3,60007500,20002500,Official
2020,20224,Malik Beasley,MIN,MIN,re_sign,SG,4,60000000,15000000,Official
2020,15398,Jordan Clarkson,UTA,UTA,re_sign,SG,4,51520000,12880000,Official
2020,18218,Christian Wood,DET,HOU,move,PF,3,41000000,13666667,Official
2020,13321,Kentavious Caldwell-Pope,LAL,LAL,re_sign,SG,3,39116585,13038862,Official
2020,27012,De'Anthony Melton,MEM,MEM,re_sign,SG,4,34627688,8656922,Official
2020,10859,Jae Crowder,MIA,PHX,move,SF,3,29162700,9720900,Official
2020,6884,Derrick Favors,NOP,UTA,move,C/PF,3,29162700,9720900,Official
2020,15364,Dario Saric,PHX,PHX,re_sign,PF,3,27000000,9000000,Official
2020,20214,Jakob Poeltl,SAS,SAS,re_sign,C,3,26250000,8750000,Official
2020,13335,Mason Plumlee,DEN,DET,move,C,3,24662500,8220833,Official
2020,20220,Juancho Hernangomez,MIN,MIN,re_sign,PF,3,21037320,7012440,Official
2020,6088,D.J. Augustin,ORL,MIL,move,PG,3,21000000,7000000,Official
2020,15375,Rodney Hood,POR,POR,re_sign,SF,2,20898696,10449348,Official
2020,8054,Tristan Thompson,CLE,BOS,move,C,2,18978900,9489450,Official
2020,6313,Serge Ibaka,TOR,LAC,move,C,2,18978900,9489450,Official
2020,21067,Derrick Jones Jr.,MIA,POR,move,SF/PF,2,18978900,9489450,Official
2020,17860,Montrezl Harrell,LAC,LAL,move,C,2,18978900,9489450,Official
2020,11441,Justin Holiday,IND,IND,re_sign,SG,3,18019260,6006420,Official
2020,6146,Goran Dragic,MIA,MIA,re_sign,PG,1,18000000,18000000,Official
2020,17869,Pat Connaughton,MIL,MIL,re_sign,SG,3,16000000,5333333,Official
2020,2222,Rajon Rondo,LAL,ATL,move,PG,2,15000000,7500000,Official
2020,11666,JaMychal Green,LAC,DEN,move,PF,2,14759508,7379754,Official
2020,11850,Aron Baynes,PHX,TOR,move,C,2,14350000,7175000,Official
2020,23671,Chris Boucher,TOR,TOR,re_sign,PF,2,13520000,6760000,Official
2020,26998,Jevon Carter,PHX,PHX,re_sign,PG,3,11500000,3833333,Official
2020,20210,Kris Dunn,CHI,ATL,move,PG,2,10000000,5000000,Official
2020,2754,Paul Millsap,DEN,DEN,re_sign,PF,1,10000000,10000000,Official
2020,10818,Austin Rivers,HOU,NYK,move,SG,3,9975000,3325000,Official
2020,23599,Josh Jackson,MEM,DET,move,SG,2,9772350,4886175,Official
2020,13322,Trey Burke,DAL,DAL,re_sign,PG,3,9450000,3150000,Official
2020,10819,Meyers Leonard,MIA,MIA,re_sign,C,1,9400000,9400000,Official
2020,32170,John Konchar,MEM,MEM,re_sign,SG,4,9000000,2250000,Official
2020,17834,Willie Cauley-Stein,DAL,DAL,re_sign,C,2,8200000,4100000,Official
2020,17850,Bobby Portis,NYK,MIL,move,PF,2,7427150,3713575,Official
2020,6147,Robin Lopez,MIL,WAS,move,C,1,7300000,7300000,Official
2020,13324,Michael Carter-Williams,ORL,ORL,re_sign,PG,2,6600000,3300000,Official
2020,27758,Kenrich Williams,NOP,OKC,move,PF,3,6000000,2000000,Official
2020,8063,Alec Burks,PHI,NYK,move,SG,1,6000000,6000000,Official
2020,47359,Jontay Porter,MEM,MEM,re_sign,PF/C,3,5850000,1950000,Official
2020,6901,Avery Bradley,LAL,MIA,move,PG,1,5635000,5635000,Official
2020,27015,Chimezie Metu,SAS,SAC,move,C,3,5294220,1764740,Official
2020,28052,Drew Eubanks,SAS,SAS,re_sign,C,3,5294220,1764740,Official
2020,24953,Joshia Gray,NOP,OKC,move,G,3,5294220,1764740,Official
2020,6122,Marc Gasol,TOR,LAL,move,C,2,5257744,2628872,Official
2020,13319,Nerlens Noel,OKC,NYK,move,C,1,5000000,5000000,Official
2020,32461,Zylan Cheatham,NOP,OKC,move,SF,3,4994028,1664676,Official
2020,20796,Bryn Forbes,SAS,MIL,move,SG,2,4791147,2395574,Official
2020,6492,Garrett Temple,BKN,CHI,move,SG,1,4767000,4767000,Official
2020,15362,Elfrid Payton,NYK,NYK,re_sign,PG,1,4767000,4767000,Official
2020,27627,Gary Clark,ORL,ORL,re_sign,PF,2,4100000,2050000,Official
2020,17831,Jahlil Okafor,NOP,DET,move,C,2,4012890,2006445,Official
2020,17847,Jerian Grant,WAS,HOU,move,PG,2,4012890,2006445,Official
2020,20235,Damian Jones,ATL,PHX,move,C,2,3714156,1857078,Official
2020,20226,DeAndre' Bembry,ATL,TOR,move,SF,2,3714156,1857078,Official
